screen_name,user_key,label_binary,split,has_text_model,n_text_tweets
HeKasrehCrisis,hekasrehcrisis,0,train,1,1
MazdakBAMDADAN2,mazdakbamdadan2,0,train,1,3
iranariyayi64,iranariyayi64,1,train,1,45
mojtabanikoo,mojtabanikoo,0,train,1,1
koroshCR7,koroshcr7,1,train,1,11
Mhrdadbarandaz3,mhrdadbarandaz3,1,train,1,50
AplcarolineDr,aplcarolinedr,0,train,1,50
MahnazShirali,mahnazshirali,0,train,1,2
Far_yaddd,far_yaddd,0,train,1,20
ArianArian00,arianarian00,0,train,1,6
HHeLLFireeeeee,hhellfireeeeee,0,train,1,13
seedhossein2111,seedhossein2111,0,train,1,1
Shaheenchevv,shaheenchevv,0,train,1,1
mashrotehorg,mashrotehorg,0,train,1,8
Nemo_Regnum,nemo_regnum,1,train,1,27
Ali49781135,ali49781135,1,train,1,50
Ariamehhr,ariamehhr,0,train,1,3
Mehr_mihan,mehr_mihan,0,train,1,1
NasehMohi,nasehmohi,1,train,1,1
AAzadian2005,aazadian2005,1,train,1,1
SFaeze_Alavi,sfaeze_alavi,0,train,1,50
Roobahyab1,roobahyab1,0,train,1,3
Freedom_of_IR,freedom_of_ir,0,train,1,50
CameronBehzadi,cameronbehzadi,0,train,1,50
RosebudDonKhoan,rosebuddonkhoan,0,train,1,50
SafaiDarya,safaidarya,0,train,1,1
SoleymaniAzadeh,soleymaniazadeh,1,train,1,50
AzadChakavak,azadchakavak,0,train,1,50
freeman010,freeman010,1,train,1,50
sangtarash_azad,sangtarash_azad,0,train,1,1
pahlavi_yasmine,pahlavi_yasmine,1,train,1,3
Iran_Farda1,iran_farda1,0,train,1,13
gohareshghi,gohareshghi,1,train,1,1
Matinkhaledii,matinkhaledii,0,train,1,48
2TOSgzCFJ8VtSJK,2tosgzcfj8vtsjk,0,train,1,4
shah_parast_k,shah_parast_k,1,train,1,50
sheykhbabar2,sheykhbabar2,0,train,1,1
JoOldooz,jooldooz,0,train,1,10
lIshaghayeghlI,lishaghayeghli,0,train,1,37
nargesfnd,nargesfnd,0,train,1,1
tomasshellllby,tomasshellllby,0,train,1,19
ShDelfan,shdelfan,0,train,1,15
LibertyIranian,libertyiranian,0,train,1,5
naslesookhtehh,naslesookhtehh,0,train,1,50
JavidShah0000,javidshah0000,1,train,1,50
007mi00,007mi00,0,train,1,21
DawnAndTheX,dawnandthex,0,train,1,1
leiliii27,leiliii27,0,train,1,34
BeeVan88,beevan88,1,train,1,50
PersianGW,persiangw,0,train,1,50
X4LIREZ4X,x4lirez4x,0,train,1,1
OmidKT62,omidkt62,0,train,1,12
kiarashfarasat1,kiarashfarasat1,0,train,1,12
saeid_555555,saeid_555555,1,train,1,50
m_ojmal,m_ojmal,0,train,1,1
DJHastamMoHo,djhastammoho,0,train,1,50
iranzad_98,iranzad_98,1,train,1,13
itisbatgirl,itisbatgirl,0,train,1,50
Liberti2022,liberti2022,0,train,1,1
remisgp,remisgp,0,train,1,1
haniiiissss1387,haniiiissss1387,0,train,1,30
YaldaRod,yaldarod,0,train,1,1
mojgan07798961,mojgan07798961,0,train,1,50
powerpeople_,powerpeople_,0,train,1,6
iran22851566,iran22851566,1,train,1,50
AmiriySara,amiriysara,0,train,1,2
JC_Constantine1,jc_constantine1,1,train,1,15
DDSBobby,ddsbobby,0,train,1,16
Tanha59977799,tanha59977799,1,train,1,3
Santamorte00,santamorte00,0,train,1,11
Artemizshahdokh,artemizshahdokh,0,train,1,25
Cowboy_datoboy,cowboy_datoboy,0,train,1,1
JavidanIranema,javidaniranema,0,train,1,2
NahidGhani,nahidghani,0,validation,1,16
House_MD11,house_md11,0,validation,1,2
Arezoo_8060,arezoo_8060,0,validation,1,19
matador_khaste,matador_khaste,0,validation,1,24
cryptosamz,cryptosamz,0,validation,1,2
Leila_Arya2,leila_arya2,1,validation,1,50
Arman1828ex,arman1828ex,0,validation,1,2
talaye738,talaye738,1,validation,1,1
777Masiha,777masiha,1,validation,1,3
k_Mostafavi,k_mostafavi,0,validation,1,1
matmat1389,matmat1389,0,validation,1,7
Action4IR,action4ir,0,validation,1,2
siahylashkar,siahylashkar,0,validation,1,6
MbShahnaz,mbshahnaz,0,validation,1,50
interchapga,interchapga,0,validation,1,10
GIV2021,giv2021,1,validation,1,10
JaneVatan,janevatan,0,validation,1,1
Tinabakhshi,tinabakhshi,0,validation,1,15
salarvan_vahid,salarvan_vahid,0,validation,1,1
Ervin_dearcelo2,ervin_dearcelo2,0,validation,1,2
Akhis_pakhis2,akhis_pakhis2,0,validation,1,36
pesarrrr,pesarrrr,1,validation,1,2
derafshkavianee,derafshkavianee,0,validation,1,3
MaximReza3,maximreza3,0,validation,1,50
nav11dd,nav11dd,1,validation,1,4
Arsha45914097,arsha45914097,0,validation,1,2
RBehrouzDO,rbehrouzdo,0,validation,1,50
farashgardii02,farashgardii02,0,validation,1,50
__H59__,__h59__,0,validation,1,9
YaarGhadimi,yaarghadimi,1,validation,1,41
c5GbNjtYsfYcHMr,c5gbnjtysfychmr,1,validation,1,2
IranianPlateau,iranianplateau,0,validation,1,4
SiavashIran,siavashiran,0,validation,1,5
Revolution_R_,revolution_r_,0,validation,1,50
JM_pensylvani,jm_pensylvani,0,validation,1,1
sourenasanto,sourenasanto,0,validation,1,50
tanhayektiger,tanhayektiger,0,validation,1,50
AsbeAtash45,asbeatash45,1,validation,1,50
yekta52341478,yekta52341478,0,validation,1,9
Haghgooie,haghgooie,0,validation,1,1
antipantork1,antipantork1,1,validation,1,2
potypto,potypto,0,validation,1,1
_mendeleev,_mendeleev,0,validation,1,2
SedSia,sedsia,0,validation,1,4
hesamorouji,hesamorouji,0,validation,1,50
mashmolak,mashmolak,1,validation,1,4
NFreeIran2022,nfreeiran2022,0,validation,1,50
hooman__khalili,hooman__khalili,0,validation,1,10
b2Kaveh,b2kaveh,0,validation,1,22
KalavaniSamad,kalavanisamad,0,validation,1,50
ArianMutter,arianmutter,0,validation,1,36
balochestan1422,balochestan1422,0,validation,1,2
Nezha_9515,nezha_9515,1,validation,1,5
ZaneSharghi1358,zanesharghi1358,0,validation,1,1
DeTahmineh,detahmineh,0,validation,1,3
Sinnerlondon,sinnerlondon,0,validation,1,6
nesbyat,nesbyat,0,validation,1,1
mr_yousefi_,mr_yousefi_,0,validation,1,1
NaeimShahi_Nima,naeimshahi_nima,0,validation,1,50
ImamToosi,imamtoosi,0,validation,1,2
azarthepersian,azarthepersian,0,validation,1,10
maryan1810,maryan1810,0,validation,1,28
HatIsRed,hatisred,0,validation,1,3
PahlaviReza,pahlavireza,0,validation,1,29
Serpicoo3,serpicoo3,0,validation,1,1
SooreBoz,sooreboz,0,validation,1,7
ShahinMajelan,shahinmajelan,0,validation,1,46
ARDESHIR005,ardeshir005,0,validation,1,12
Malin54449388,malin54449388,0,validation,1,50
sepahani,sepahani,0,validation,1,8
NR2OH,nr2oh,0,validation,1,2
Hila1363,hila1363,0,validation,1,22
EELKHAN1,eelkhan1,0,validation,1,1
omid_133A,omid_133a,0,validation,1,1
pk20333999,pk20333999,1,validation,1,50
mehrdadbkhtiari,mehrdadbkhtiari,0,validation,1,2
farshidbabaei18,farshidbabaei18,0,validation,1,18
Chobin_pahlavi,chobin_pahlavi,0,validation,1,8
AzadehKhorasan,azadehkhorasan,0,validation,1,50
MRYAZDAN,mryazdan,0,validation,1,9
IMbeatreas,imbeatreas,0,validation,1,50
rosaparto,rosaparto,0,validation,1,1
ybensnkr888,ybensnkr888,0,validation,1,50
Mohamad43059166,mohamad43059166,1,validation,1,5
Giti544,giti544,0,validation,1,50
ElhamOmidvari,elhamomidvari,0,validation,1,4
tanha1358,tanha1358,0,validation,1,1
KingMaziyar,kingmaziyar,1,validation,1,42
parysatis_banoo,parysatis_banoo,0,validation,1,30
saraghavamian,saraghavamian,0,validation,1,23
Kamangir_133,kamangir_133,0,validation,1,6
rahimy166,rahimy166,0,validation,1,50
bidari60,bidari60,0,validation,1,27
LightofRev,lightofrev,0,validation,1,1
foadshams,foadshams,0,validation,1,1
TinaGhazimorad,tinaghazimorad,0,validation,1,3
rasoulipour,rasoulipour,0,validation,1,2
AfshinEllian1,afshinellian1,0,validation,1,1
Dadylongleggpv,dadylongleggpv,0,validation,1,34
irantehran401,irantehran401,0,validation,1,1
Reza__Soleimani,reza__soleimani,0,validation,1,1
18Mandana,18mandana,1,validation,1,11
rrghadi01,rrghadi01,0,validation,1,1
PahlaviKourosh,pahlavikourosh,0,validation,1,50
Parinaz_ETSM,parinaz_etsm,0,validation,1,3
OfficialSimin,officialsimin,0,validation,1,2
Lily92874373,lily92874373,1,validation,1,50
Calling_Parisa,calling_parisa,0,validation,1,50
mahsa_piraei,mahsa_piraei,0,validation,1,1
scharllinn,scharllinn,0,validation,1,10
Siavashshahy,siavashshahy,1,validation,1,3
kiaAbi444,kiaabi444,0,validation,1,1
ANTIAMOONiM,antiamoonim,0,validation,1,50
Tanhatarin00,tanhatarin00,1,validation,1,22
_Jese_Pinkman,_jese_pinkman,0,validation,1,2
AsgharSepehri,asgharsepehri,0,validation,1,6
MaryamSarabii,maryamsarabii,0,validation,1,1
sepiedhia,sepiedhia,0,validation,1,30
AminBehroozi2,aminbehroozi2,0,validation,1,13
baran_mehr36,baran_mehr36,1,validation,1,5
Parsaghobadi123,parsaghobadi123,0,validation,1,4
Pahlavi3vom,pahlavi3vom,1,validation,1,2
AYAyatollahi,ayayatollahi,0,validation,1,1
Ehsanism,ehsanism,0,validation,1,1
ShayanX0,shayanx0,1,validation,1,50
Qaaaasem,qaaaasem,0,validation,1,6
JBehieh,jbehieh,0,validation,1,17
FarbodArian,farbodarian,0,validation,1,25
Hosein40122106,hosein40122106,0,validation,1,2
IQazaal,iqazaal,0,validation,1,1
venus133333,venus133333,1,validation,1,50
drkopii,drkopii,0,validation,1,49
hashemasa,hashemasa,1,validation,1,50
HiwaTubeAI,hiwatubeai,1,validation,1,50
AriamehrAaron,ariamehraaron,1,validation,1,50
Raha_B_E_1,raha_b_e_1,1,validation,1,50
beni_ta1,beni_ta1,0,validation,1,13
ShahbanouFarah,shahbanoufarah,0,validation,1,2
Zagros1402,zagros1402,0,validation,1,50
Arash87kamangir,arash87kamangir,0,validation,1,50
seyedMuostafa,seyedmuostafa,0,validation,1,1
esmailpour_m,esmailpour_m,0,validation,1,2
Asadi222Mehrdad,asadi222mehrdad,0,validation,1,22
1fE0H6Rofed6H0P,1fe0h6rofed6h0p,1,validation,1,24
RezaAhmadi_Lion,rezaahmadi_lion,0,test,1,1
fereidonfz,fereidonfz,0,test,1,2
koruosh2023,koruosh2023,0,test,1,13
RezaSensourfree,rezasensourfree,0,test,1,50
Hosseinla1,hosseinla1,0,test,1,40
Mitra_Jashni,mitra_jashni,0,test,1,13
shahinnajafi80,shahinnajafi80,0,test,1,1
Nationalist101,nationalist101,1,test,1,20
osyangary,osyangary,0,test,1,36
Milad_Aghai1,milad_aghai1,0,test,1,1
saiedshemirani,saiedshemirani,0,test,1,1
pahlavirezacpar,pahlavirezacpar,0,test,1,13
kaveh_shirzad,kaveh_shirzad,0,test,1,2
MuradyDiako,muradydiako,0,test,1,3
hasanakevazir1,hasanakevazir1,0,test,1,10
Mojtabapacino,mojtabapacino,0,test,1,2
Kolmar_kolmar,kolmar_kolmar,0,test,1,15
mostafamehraeen,mostafamehraeen,0,test,0,0
HSheibanyrad,hsheibanyrad,0,test,1,7
knbhgfk,knbhgfk,0,test,1,2
HistoryInPik,historyinpik,0,test,1,2
shortfairy809,shortfairy809,0,test,1,8
alasht_Iran,alasht_iran,0,test,1,50
thesittinggav,thesittinggav,1,test,1,50
Parpanchi,parpanchi,0,test,1,1
simin223316966,simin223316966,0,test,1,50
mahenoghre,mahenoghre,0,test,1,14
Trdigrade,trdigrade,0,test,1,4
iranologyscty,iranologyscty,0,test,1,1
hojjat_kalashi,hojjat_kalashi,0,test,1,22
fardad200,fardad200,0,test,1,50
faribadavodi,faribadavodi,0,test,1,7
Cilia1919,cilia1919,0,test,1,50
PnMd1982,pnmd1982,0,test,1,50
pizza_facey,pizza_facey,0,test,1,50
Klaus70268175,klaus70268175,0,test,1,17
Monarchy34,monarchy34,1,test,1,5
ProjectLeonOnX,projectleononx,0,test,1,31
off734,off734,1,test,1,50
AliEbrahimzade_,aliebrahimzade_,0,test,1,6
Goftaniha,goftaniha,0,test,1,1
Azihastam1,azihastam1,0,test,1,20
mahii_to,mahii_to,1,test,1,1
simonederayeh,simonederayeh,0,test,1,11
sattarkhan121,sattarkhan121,1,test,1,50
Banuyetehrani,banuyetehrani,1,test,1,3
Nemiphos,nemiphos,0,test,1,1
re1001za,re1001za,0,test,1,1
asoupar,asoupar,0,test,1,1
RadmanIrani,radmanirani,0,test,1,18
khodn98,khodn98,0,test,1,11
marytabanejad,marytabanejad,0,test,1,1
JamesDeanUFO,jamesdeanufo,0,test,1,50
soroush_mary,soroush_mary,1,test,1,11
Charchism,charchism,0,test,1,1
SamanthaIrani,samanthairani,0,test,1,50
rayehe_rabi,rayehe_rabi,0,test,1,50
mnz1033,mnz1033,0,test,1,1
dadkhahim,dadkhahim,1,test,1,2
majid_ranjbaran,majid_ranjbaran,0,test,1,50
AriaVatanpour,ariavatanpour,0,test,1,50
arteemis60,arteemis60,1,test,1,8
Bahar__Bahari,bahar__bahari,0,test,1,50
Mosolchi,mosolchi,0,test,1,50
itsgisou,itsgisou,0,test,1,1
arsh9933,arsh9933,0,test,1,50
ardeshiramiri,ardeshiramiri,0,test,1,2
MChok7,mchok7,0,test,1,50
samsarbazvatan,samsarbazvatan,1,test,1,5
Mohadeseh1133,mohadeseh1133,0,test,1,1
alirezakiani2,alirezakiani2,0,test,1,13
MrHiccup42,mrhiccup42,0,test,1,50
ANITABAKT,anitabakt,1,test,1,18
rahaforever4you,rahaforever4you,1,test,1,50
FarzanehAghaei,farzanehaghaei,0,test,1,12
Pegahan__,pegahan__,0,test,1,40
TinaFay1978,tinafay1978,1,test,1,50
KasraAarabi,kasraaarabi,0,test,1,2
iran33k,iran33k,0,test,1,5
MasoodBabapoor,masoodbabapoor,0,test,1,1
Sandisodoleh,sandisodoleh,1,test,1,16
iranwire,iranwire,0,test,1,1
liwooom,liwooom,0,test,1,2
yalnizkartal041,yalnizkartal041,1,test,1,2
Amardiyamm,amardiyamm,0,test,1,1
kazeroonkings,kazeroonkings,1,test,1,50
IranianWoman,iranianwoman,0,test,1,1
Emen43054466,emen43054466,1,test,1,40
Koroshariae2021,koroshariae2021,0,test,1,1
Benyamin_SADR,benyamin_sadr,0,test,1,1
m_rahmanifar,m_rahmanifar,0,test,1,1
SunLight__White,sunlight__white,0,test,1,50
Maryam_Rajavi_P,maryam_rajavi_p,0,test,1,1
partneremma,partneremma,0,test,1,1
shahdadh59,shahdadh59,0,test,1,34
Yasmin4freedom,yasmin4freedom,0,test,1,1
APasserby12,apasserby12,0,test,1,50
ARHAMEL2,arhamel2,0,test,1,50
iran_misazamat,iran_misazamat,1,test,1,50
the_leoleeny,the_leoleeny,0,test,1,2
ParhamRamin,parhamramin,0,test,1,3
niko123niki,niko123niki,0,test,1,50
Alex47778556934,alex47778556934,0,test,1,1
negannegan55,negannegan55,0,test,1,50
F_Mohajerani,f_mohajerani,0,test,1,2
Shahin56802127,shahin56802127,0,test,1,2
Fahimehkhezr,fahimehkhezr,0,test,1,1
farvahar2023,farvahar2023,0,test,1,42
Achaemenid2582,achaemenid2582,0,test,1,17
memar1982,memar1982,0,test,1,1
Hoorieh81,hoorieh81,1,test,1,50
unknownproteste,unknownproteste,0,test,1,50
ariafarpoori,ariafarpoori,0,test,1,50
Maj_mohammadi,maj_mohammadi,1,test,1,1
barayeiran9,barayeiran9,0,test,1,50
naderifar,naderifar,0,test,1,5
frank_1929,frank_1929,0,test,1,11
IamZeus6,iamzeus6,0,test,1,2
ayazi_kamran,ayazi_kamran,1,test,1,17
parsi27871,parsi27871,0,test,1,50
Chahdortt,chahdortt,0,test,1,8
secular_d,secular_d,0,test,1,2
Pro_Pahlavi,pro_pahlavi,1,test,1,50
GhoreishiR,ghoreishir,1,test,1,4
mikhake_noqrehi,mikhake_noqrehi,1,test,1,50
0DZiSITpiiNtEKe,0dzisitpiinteke,0,test,1,50
zhina2019,zhina2019,1,test,1,1
SepehriHamed,sepehrihamed,0,test,1,7
SGhasseminejad,sghasseminejad,0,test,1,13
fereshtehgilaki,fereshtehgilaki,0,test,1,50
abdorezaahmadi,abdorezaahmadi,0,test,1,1
iranianpappppi3,iranianpappppi3,0,test,1,50
nejatbahrami,nejatbahrami,0,test,1,2
rezak121212,rezak121212,0,test,1,50
leiluniran,leiluniran,0,test,1,1
charlychaplin25,charlychaplin25,1,test,1,25
unikador,unikador,0,test,1,36
ShaunToub,shauntoub,0,test,1,1
Homan_You,homan_you,0,test,1,27
goodbadatusa,goodbadatusa,0,test,1,50
zhiyan_shah,zhiyan_shah,0,test,1,50
mahsa8659,mahsa8659,0,test,1,25
fuxy_twite,fuxy_twite,0,test,1,50
alale26361947,alale26361947,1,test,1,1
