user_key,prob_human,prob_bot,pseudo_label,confidence
edalatnema54091,1.0,2.2250514e-11,0,1.0
mehdishokoohica,0.9999999,1.6921473e-07,0,0.9999999
hamedk1364,1.0,4.4648582e-10,0,1.0
amirhosseinrj22,0.99999905,9.1834744e-07,0,0.99999905
mahnaz99751439,1.0,1.4060015e-11,0,1.0
kavosh91201017,1.0,6.5092576e-09,0,1.0
saeidmiran,1.0,1.9234538e-13,0,1.0
moolight183548,1.0,4.8786058e-12,0,1.0
shaharsia,1.0,4.4414348e-09,0,1.0
sadi25002500,1.0,3.7389125e-14,0,1.0
sepideyes,1.0,4.0464528e-11,0,1.0
diako_ako23,1.0,1.8685524e-15,0,1.0
iran_azad2022,1.0,2.356673e-10,0,1.0
hadizbf,1.0,5.095476e-15,0,1.0
moladrah3,1.0,5.6196445e-12,0,1.0
balrotsa,1.0,2.6596206e-08,0,1.0
r_mehravar,0.9999994,6.239034e-07,0,0.9999994
alikariiimiii,1.0,1.1218616e-09,0,1.0
pirooznik,1.0,9.047527e-12,0,1.0
_sasan_k,0.99999976,2.1384807e-07,0,0.99999976
7_salamoon,1.0,3.862537e-11,0,1.0
marpelle6612,1.0,8.405003e-13,0,1.0
kiarashsotude30,0.99999976,2.8938334e-07,0,0.99999976
mobinashariati1,1.0,8.5464955e-11,0,1.0
pedzmani,0.9999999,7.682975e-08,0,0.9999999
fdd36276722,1.0,2.5672015e-10,0,1.0
deerdeerhunte1,1.0,1.0243488e-08,0,1.0
rootfox133,0.9999995,4.1903243e-07,0,0.9999995
__mustafii,1.0,9.422536e-09,0,1.0
mahdigh59578180,1.0,1.0950733e-13,0,1.0
arad59740327,0.99999964,3.0739307e-07,0,0.99999964
no76885,1.0,5.5483508e-08,0,1.0
3adegh_,0.9999999,9.640488e-08,0,0.9999999
minion140100,1.0,8.917075e-10,0,1.0
sabaaria6,1.0,9.736409e-09,0,1.0
hengamehfapa,1.0,7.778352e-14,0,1.0
iranlian,1.0,2.290415e-12,0,1.0
maniv6688,1.0,5.269631e-08,0,1.0
sahel_____,1.0,1.4666466e-11,0,1.0
dariushavakh,1.0,4.3698855e-12,0,1.0
lightworksright,1.0,3.7562178e-10,0,1.0
goorill1980,1.0,8.0934575e-09,0,1.0
abanmah_98,1.0,1.3957313e-10,0,1.0
you_call_me_ali,1.0,3.1138985e-08,0,1.0
nil069015890662,1.0,2.6611002e-17,0,1.0
cpt_alek,1.0,1.7919734e-10,0,1.0
farhad344615,0.9999999,1.3976914e-07,0,0.9999999
alpp1722668,1.0,4.1397e-16,0,1.0
kiyarash_ir,0.9999999,9.7624465e-08,0,0.9999999
1977_2536,0.9999993,6.599708e-07,0,0.9999993
nova_hastam,1.0,1.164844e-09,0,1.0
tourangoudarzi,1.0,9.92965e-10,0,1.0
arianagirl2025,1.0,1.687962e-14,0,1.0
pelidianat,1.0,1.4054524e-14,0,1.0
miladmoham66925,1.0,5.095261e-08,0,1.0
lucky_yara,1.0,3.6401808e-09,0,1.0
behroz40,1.0,2.7818278e-10,0,1.0
seeamack,0.9999993,7.698508e-07,0,0.9999993
kingsarmy16,0.99999976,2.0866172e-07,0,0.99999976
2ekamertweets,1.4474116e-07,0.9999999,1,0.9999999
gordafarid179,1.0,8.38498e-11,0,1.0
mohamadrez67601,0.9999999,8.612668e-08,0,0.9999999
camila7478,0.9999994,5.531449e-07,0,0.9999994
ahanin_banoo,0.9999995,4.3351682e-07,0,0.9999995
yazdanfaar,1.0,3.908088e-08,0,1.0
17qhq1785858,0.99999917,7.944915e-07,0,0.99999917
abpahlavi,1.0,2.76295e-10,0,1.0
dolfine_sefif,1.0,3.4426007e-11,0,1.0
fariba_feri,1.0,5.40636e-08,0,1.0
manoochehr101,0.99999964,3.1812377e-07,0,0.99999964
maryambnd316499,1.0,2.4609577e-08,0,1.0
sania828,0.99999905,9.811614e-07,0,0.99999905
jahanrooz,0.99999964,3.817394e-07,0,0.99999964
pierrotamani,1.0,2.4167015e-09,0,1.0
ahora_irani_,1.0,7.87734e-10,0,1.0
chashm_iran,1.0,6.814217e-13,0,1.0
zo2va,1.0,1.9168187e-08,0,1.0
manukkomitas,1.0,1.2609519e-11,0,1.0
azitaarian75,1.0,4.54999e-08,0,1.0
intifada_s_son,1.0,4.0100954e-11,0,1.0
shirin21023,0.9999999,1.10121356e-07,0,0.9999999
ahmed90439721_1,1.0,9.984455e-11,0,1.0
xrp_cast,1.0,1.0077063e-12,0,1.0
phmosbat,1.0,2.7187271e-08,0,1.0
mivehjan,1.0,2.1484914e-09,0,1.0
armintsp,1.0,7.208033e-09,0,1.0
baraye_kianoosh,1.0,1.267701e-16,0,1.0
abolfazlsa86968,1.0,1.2967481e-10,0,1.0
soroush2581,1.0,9.937384e-13,0,1.0
mainstreamrevol,0.99999905,9.4213317e-07,0,0.99999905
azadmanesh55017,1.0,1.3210643e-13,0,1.0
bandarabadan631,1.0,1.6516008e-08,0,1.0
gorge13siya,1.0,1.008759e-14,0,1.0
pooriasoori,1.0,3.3383557e-08,0,1.0
observerjudge,1.0,1.1812132e-15,0,1.0
prs372413552645,1.0,2.3053717e-10,0,1.0
daniyal78850060,1.0,2.5317735e-09,0,1.0
idorahhaa,1.0,2.4813935e-09,0,1.0
zhyarkian,1.0,5.384527e-10,0,1.0
choonforsoldier,0.9999999,1.0819759e-07,0,0.9999999
rahai1401azadi,0.99999964,3.4783602e-07,0,0.99999964
aryobarzan999,1.0,1.9425531e-08,0,1.0
sabawifesoli,1.0,9.1117634e-11,0,1.0
jackperaltanypd,1.0,1.30047275e-11,0,1.0
yashar_pir,1.0,8.9660945e-09,0,1.0
khodesham87,0.9999993,7.103489e-07,0,0.9999993
atakan_polathan,1.0,2.1471231e-09,0,1.0
gargool_2,0.9999999,1.2839986e-07,0,0.9999999
__roboter,0.99999917,8.0241824e-07,0,0.99999917
kavehdadkhah2,1.0,4.309584e-09,0,1.0
junglebird39285,1.0,6.817972e-10,0,1.0
taherehkhanum,1.0,1.36867415e-08,0,1.0
claude_zp,1.0,1.5904221e-10,0,1.0
saeedkarii86845,1.0,1.4935561e-10,0,1.0
sunny673217,1.0,7.4387504e-14,0,1.0
rashvandab,1.0,5.6973805e-13,0,1.0
elladijav,1.0,1.5436818e-10,0,1.0
mazerooon,1.0,5.2699446e-11,0,1.0
glory789314,1.0,1.9480815e-08,0,1.0
nabodgar57322,1.0,1.9344373e-08,0,1.0
nanami95312720,1.0,5.1684584e-11,0,1.0
fridamani2,1.0,1.2231932e-09,0,1.0
nikarassam,1.0,7.1522904e-10,0,1.0
kayvan27800411,1.0,2.5186398e-12,0,1.0
mamad_reza_shah,1.0,1.07116644e-08,0,1.0
missfkh,1.0,3.8412253e-14,0,1.0
madariiran,1.0,1.1291404e-14,0,1.0
ghmvaziri,1.0,5.7109585e-13,0,1.0
by_lght,1.0,6.7514083e-09,0,1.0
ray561532512330,1.0,6.545637e-09,0,1.0
freydounf45676,1.0,1.5890462e-09,0,1.0
worldgovsummit,0.99999964,4.1477907e-07,0,0.99999964
damas1369,1.0,1.4091373e-11,0,1.0
sanah94677,1.0,2.22491e-16,0,1.0
gv9to56ss,0.9999999,1.0179782e-07,0,0.9999999
marado1987,0.99999976,2.0449943e-07,0,0.99999976
nokhbe8,1.0,2.7053484e-13,0,1.0
the_great_cyrus,0.9999999,8.0154194e-08,0,0.9999999
naslesoukhteh11,1.0,3.5902494e-14,0,1.0
itsnotanaa21,0.9999999,9.199158e-08,0,0.9999999
louna2122,1.0,6.5814774e-13,0,1.0
goldmamal649256,1.0,7.398234e-12,0,1.0
sajaddas,1.0,1.4414998e-12,0,1.0
babakbehroz,0.99999964,3.3299557e-07,0,0.99999964
hakhamaneshshah,1.0,5.4734253e-09,0,1.0
babalousam,1.0,2.0574154e-08,0,1.0
hasanteherani,1.0,3.309487e-10,0,1.0
misterxon74,0.9999994,6.308612e-07,0,0.9999994
mahpareh13,1.0,3.729305e-10,0,1.0
thisisawarefox,0.9999999,1.2067402e-07,0,0.9999999
nilounagz,1.0,2.8207486e-08,0,1.0
driman_sh,1.0,3.4254564e-09,0,1.0
artmalian,0.99999917,8.7591985e-07,0,0.99999917
yas1md,1.0,4.7147983e-09,0,1.0
dawnchicken1111,1.0,1.5120526e-10,0,1.0
meh80207,1.0,1.7094466e-10,0,1.0
vforvendetta993,1.0,2.8924033e-08,0,1.0
niiima_a,0.9999999,7.3402546e-08,0,0.9999999
wiise_miind,1.0,5.3834617e-13,0,1.0
ghorbanzad35067,1.0,4.5098092e-10,0,1.0
begaeimotlagh2,1.0,3.3520862e-12,0,1.0
shadafarin77,1.0,7.466905e-12,0,1.0
crypto1g6,1.0,3.44804e-12,0,1.0
artemish1991,1.0,7.899837e-13,0,1.0
ostore_irani,1.0,4.4962387e-10,0,1.0
sloganeer_ir,1.0,6.470062e-11,0,1.0
pahlavism2582q,0.99999964,4.020031e-07,0,0.99999964
nevermind10123,1.0,5.2704016e-13,0,1.0
hmwn_awn,0.99999964,3.3791127e-07,0,0.99999964
mrp27101919,1.0,5.3611494e-11,0,1.0
mogtabasoldir,1.0,5.4558913e-10,0,1.0
mahmoud64494762,1.0,6.2996217e-09,0,1.0
parva727,1.0,1.3573788e-11,0,1.0
shotorebarbar,1.0,4.7807058e-12,0,1.0
dkhtrparsy,0.99999976,2.3863507e-07,0,0.99999976
azin_azadi,0.9999999,7.160091e-08,0,0.9999999
del_gomrah,1.0,2.1737094e-09,0,1.0
sofi_iran,0.99999976,2.8027512e-07,0,0.99999976
patriotism_k,1.0,6.8765767e-20,0,1.0
solhjuo,1.0,2.8438857e-12,0,1.0
heidarifarahnaz,0.99999976,2.6010656e-07,0,0.99999976
mohamad1588186,1.0,3.2941362e-12,0,1.0
ssoorenaie62337,1.0,7.872984e-10,0,1.0
f2731sirus,1.0,1.8223483e-12,0,1.0
mansonpersian,1.0,6.4510605e-11,0,1.0
morghesaharkhan,1.0,1.7411536e-12,0,1.0
mariou2025,0.9999999,9.202282e-08,0,0.9999999
mmad7771,1.0,1.2827344e-09,0,1.0
abas74413535012,1.0,8.0884145e-12,0,1.0
leylarasouliaz2,1.0,1.9458794e-08,0,1.0
aryaearya28754,0.99999917,8.5393845e-07,0,0.99999917
rahashodedarshz,1.0,6.5070132e-12,0,1.0
dostdarpahlavi,0.9999999,1.4579169e-07,0,0.9999999
skyofiran19,1.0,7.011103e-14,0,1.0
hfvgdbgf,1.0,9.943219e-14,0,1.0
peyman_bgi71,1.0,5.112142e-15,0,1.0
beh96ram,1.0,3.6397754e-18,0,1.0
renatosanchezfz,1.0,6.0805857e-12,0,1.0
rouhisadra69650,0.99999976,2.833621e-07,0,0.99999976
mahmoudpour_m,1.0,2.0516263e-13,0,1.0
alfaeng2020,1.0,5.610479e-15,0,1.0
hydy_mqw30753,0.99999976,2.4599402e-07,0,0.99999976
rezadnx,1.0,5.833172e-08,0,1.0
reza42204,1.0,3.4046745e-11,0,1.0
alilajevardi59,1.0,4.1729484e-12,0,1.0
artyphius,1.0,3.505465e-09,0,1.0
oszh83,1.0,1.3771841e-09,0,1.0
shry97337607,1.0,1.0078884e-09,0,1.0
yasharb,1.0,3.6287635e-09,0,1.0
mohamadjavade28,1.0,1.961703e-11,0,1.0
aliaziziz,1.0,2.1434352e-14,0,1.0
shadravan2024,1.0,6.5839234e-10,0,1.0
hashwmian17726,0.99999964,3.240216e-07,0,0.99999964
fd19021639,0.99999905,9.844456e-07,0,0.99999905
soniiaahp,1.0,1.9791385e-10,0,1.0
iransaz,1.0,2.3211763e-10,0,1.0
mnted1990,1.0,7.8294926e-11,0,1.0
maparty_iran,8.756718e-07,0.99999917,1,0.99999917
hn48sfurfswhfs2,1.0,1.4236072e-10,0,1.0
mary2220s,1.0,4.8665896e-08,0,1.0
vahid7562,1.0,3.2903416e-13,0,1.0
marjanasgh88777,1.0,5.8837063e-10,0,1.0
arasheshivatir,0.99999964,4.0790326e-07,0,0.99999964
zahra80980,1.0,1.2402638e-12,0,1.0
haf4089,0.9999999,7.5583664e-08,0,0.9999999
ir_defender,0.9999999,1.5691694e-07,0,0.9999999
bndirect,0.9999994,5.506412e-07,0,0.9999994
joemirza7,1.0,4.336214e-10,0,1.0
farhad_nasiri12,1.0,4.9233426e-09,0,1.0
masouddpour,0.99999917,8.789021e-07,0,0.99999917
lousypapa,1.0,1.6235739e-09,0,1.0
alizadehyass,1.0,2.1237685e-09,0,1.0
ayoughaida,1.0,2.403468e-12,0,1.0
kord40101558,0.99999976,2.3154949e-07,0,0.99999976
i_am_persia,1.0,2.0250659e-12,0,1.0
arsalangh4,0.9999994,6.2786256e-07,0,0.9999994
mehdimo77948855,0.9999993,7.3561193e-07,0,0.9999993
ohoomc,1.0,6.608223e-12,0,1.0
lovetoflyflower,0.9999999,6.572825e-08,0,0.9999999
mmdd198440,1.0,1.7485393e-11,0,1.0
reza_rasekhi_99,1.0,8.3319473e-13,0,1.0
nnn1797614,1.0,3.048668e-10,0,1.0
noop_code,1.0,1.03886476e-10,0,1.0
strong_girl1111,1.0,7.943284e-11,0,1.0
abolfazlek65265,0.99999964,3.787098e-07,0,0.99999964
redfelfeli,1.0,5.664088e-08,0,1.0
shansep13,1.0,2.4250979e-15,0,1.0
mynyature,1.0,4.785009e-13,0,1.0
ngo_tiep27879,1.0,3.6360434e-10,0,1.0
haji_killu,1.0,3.4114768e-13,0,1.0
prezidenttrump2,1.0,6.9266565e-11,0,1.0
durkheim1979,1.0,1.00539195e-10,0,1.0
soozankaya,0.99999964,3.591038e-07,0,0.99999964
helsinkii20,1.0,1.18536e-10,0,1.0
nastia2022,1.0,1.3060982e-11,0,1.0
the_cutest_moon,1.0,1.8485483e-08,0,1.0
mj232819_j,1.0,1.9511113e-09,0,1.0
najvayedarya,1.0,7.457678e-09,0,1.0
sahar651380,1.0,4.5132726e-12,0,1.0
sanazamirr,1.0,3.5894213e-10,0,1.0
fedup_warrior,1.0,3.3218225e-08,0,1.0
kkossher,0.99999964,3.1254544e-07,0,0.99999964
youngwoman25,1.0,1.0096889e-10,0,1.0
akbarpalangi,0.9999999,1.073388e-07,0,0.9999999
afshinemam1,0.99999905,9.291664e-07,0,0.99999905
taleghanism,1.0,3.3295777e-17,0,1.0
callisto606,1.0,6.193139e-12,0,1.0
jwadp62192,1.0,1.6071082e-10,0,1.0
pichino2_,1.0,1.0328374e-09,0,1.0
avizoon_mikonim,1.0,2.722603e-12,0,1.0
most_gh,1.0,3.265353e-09,0,1.0
dokhtareemardom,1.0,1.6328454e-11,0,1.0
shayan_56,1.0,4.557805e-09,0,1.0
iran57iran,1.0,1.2853316e-11,0,1.0
amin_a_e__sh,1.0,3.231975e-12,0,1.0
mnwchhr914501,1.0,5.4073364e-13,0,1.0
m0mopsycho,0.99999976,2.2879229e-07,0,0.99999976
godfatheriranii,0.9999993,7.4525263e-07,0,0.9999993
sue66635611,1.0,2.4180016e-09,0,1.0
kakotrump,1.0,3.405827e-13,0,1.0
sanyafshar,1.0,4.0391346e-15,0,1.0
iranjanema,0.9999999,6.9438364e-08,0,0.9999999
nikan387515,1.0,1.5021103e-09,0,1.0
z15uyb3otzf9dmi,0.99999905,9.0694056e-07,0,0.99999905
kaffarinfidel,1.0,5.796049e-13,0,1.0
mohamad136262,1.0,2.621774e-09,0,1.0
galaxym52g5,1.0,1.1384392e-14,0,1.0
majic_ocaen81,1.0,4.623096e-12,0,1.0
parv7335,1.0,1.992257e-11,0,1.0
reza81041367,0.99999964,3.8664646e-07,0,0.99999964
mahiazadi1,1.0,6.6445784e-14,0,1.0
dostoanastasia,1.0,1.357588e-08,0,1.0
cashcaratkhanum,1.0,1.0697128e-08,0,1.0
iranisourtemple,1.0,1.2484998e-08,0,1.0
sayehbazy01,1.0,2.925022e-10,0,1.0
tahmoores69,0.9999999,7.138369e-08,0,0.9999999
parsaz80,1.0,1.540982e-13,0,1.0
darbedarrr,0.99999964,3.343604e-07,0,0.99999964
mousavi0013,1.0,1.756556e-14,0,1.0
darfashkaviani,1.0,1.2207972e-09,0,1.0
sepidarsarfaraz,1.0,2.3423161e-09,0,1.0
fatima57612,1.0,1.2614042e-11,0,1.0
pahlavism9,1.0,5.4850803e-12,0,1.0
nasrin80146113,1.0,4.6758214e-10,0,1.0
sagezard85,0.9999995,4.614384e-07,0,0.9999995
sanama3333,1.0,5.6316486e-13,0,1.0
ariamehr191978,1.0,4.1099615e-12,0,1.0
mintz4assembly,4.856052e-07,0.9999995,1,0.9999995
ulsl7,1.0,8.855013e-09,0,1.0
msmnssdcss,1.0,1.4487212e-16,0,1.0
kurde_isback,1.0,5.5240135e-11,0,1.0
k_sh_p,1.0,8.46944e-20,0,1.0
mahan45410151,1.0,5.121097e-09,0,1.0
brave_iran2022,1.0,6.2578354e-10,0,1.0
rcarter16970,1.0,1.0290671e-14,0,1.0
shahi0123_ii,1.0,1.5067697e-10,0,1.0
naghiemam,1.0,9.110068e-13,0,1.0
ajan_iran,1.0,5.342798e-10,0,1.0
mariair88,1.0,7.658188e-09,0,1.0
lefthook1401,0.9999995,5.2064405e-07,0,0.9999995
ataeyfaromid,1.0,1.4246299e-08,0,1.0
rezaarzani835,1.0,2.7118363e-10,0,1.0
khosrozareian,1.0,2.7221763e-09,0,1.0
alborz_shah,1.0,3.4057837e-08,0,1.0
megalodon21th,0.9999994,6.106982e-07,0,0.9999994
daveee311632,1.0,1.0347933e-13,0,1.0
sebander09,1.0,1.4519277e-08,0,1.0
ps71835656,1.0,1.195469e-09,0,1.0
rostamyf,1.0,2.0072807e-08,0,1.0
m5293814367999,1.0,2.1770514e-11,0,1.0
shhrdarinmntghe,0.9999999,1.0258978e-07,0,0.9999999
happyfreeiran2,1.0,4.556295e-08,0,1.0
sadaf6868995953,1.0,5.7578036e-13,0,1.0
mobii___313,1.0,2.2005943e-10,0,1.0
masoud_1355320,1.0,2.0596424e-11,0,1.0
parvizp7,0.9999993,7.745736e-07,0,0.9999993
samuell1977,1.0,6.327043e-12,0,1.0
bluemilanista,0.99999917,8.270233e-07,0,0.99999917
kasra1st,1.0,4.8386903e-09,0,1.0
___solidarity_,1.0,5.3602598e-11,0,1.0
shelman1401,1.0,8.2478896e-10,0,1.0
g_s6u,1.0,6.5154764e-14,0,1.0
behroz_so,0.9999995,5.355705e-07,0,0.9999995
adaranj32394,1.0,2.2618084e-10,0,1.0
peyman0021my,1.0,8.882615e-10,0,1.0
bahramipouya82,1.0,1.5363474e-10,0,1.0
jozhephi,1.0,3.8099486e-08,0,1.0
mostafa94633403,1.0,7.4195694e-09,0,1.0
hsnmzlwmy,1.0,8.4350225e-16,0,1.0
m_poirot_,1.0,3.6315765e-08,0,1.0
sahebanesanat,1.0,1.4689984e-11,0,1.0
sarjoukheh,0.9999994,6.019749e-07,0,0.9999994
a9455620561098,1.0,2.5877149e-15,0,1.0
persiangreatman,0.9999999,1.0776651e-07,0,0.9999999
189madiyar,1.0,1.6889806e-13,0,1.0
gj034ijnhh8ysuv,1.0,3.877906e-11,0,1.0
pedroo0600,1.0,7.3657414e-11,0,1.0
rexor2024,1.0,4.903206e-08,0,1.0
sepanta2558,1.0,1.7459433e-11,0,1.0
hadideljooei,1.0,4.449878e-10,0,1.0
nirvana_k1319,0.99999905,9.038718e-07,0,0.99999905
kaveh737,1.0,3.9037356e-09,0,1.0
itsbiglebowsky,1.0,6.831056e-13,0,1.0
sanandaj4000,1.0,5.2278487e-14,0,1.0
moryacob,1.0,2.9927396e-08,0,1.0
hamidre78864747,1.0,3.3039715e-12,0,1.0
aryanshahr,0.99999964,3.521954e-07,0,0.99999964
matadore1961,1.0,4.7205456e-10,0,1.0
hasti76919335,1.0,7.68904e-13,0,1.0
javidj39543,1.0,7.5408386e-13,0,1.0
lilian39553,1.0,1.2765576e-08,0,1.0
immanuelkhosh11,9.814673e-07,0.99999905,1,0.99999905
poroshatap81223,1.0,8.454052e-18,0,1.0
iran_shah10624,0.9999999,1.6172102e-07,0,0.9999999
__init4free__,0.9999999,6.474145e-08,0,0.9999999
a_farhangmehr,1.0,2.5608375e-15,0,1.0
barsamkhan,0.99999917,8.7433415e-07,0,0.99999917
vahidghahraman6,1.0,6.0464544e-09,0,1.0
alimohamma41417,1.0,1.3431735e-10,0,1.0
khashayarshahe,0.99999976,2.1887986e-07,0,0.99999976
babak_khorram_d,1.0,1.4819205e-08,0,1.0
parsa1246238,1.0,1.1945533e-08,0,1.0
mikhak_noghrei,1.0,1.1735495e-10,0,1.0
lforiran,1.0,5.504459e-08,0,1.0
arefchabi,1.0,7.05928e-09,0,1.0
omani10012,1.0,8.4539736e-10,0,1.0
sima35610578,1.0,7.209648e-11,0,1.0
iranarms,1.0,2.6408313e-12,0,1.0
arefihaydeh,1.0,2.3013586e-08,0,1.0
shirokhourshid,1.0,1.4270422e-08,0,1.0
k2kiana_,1.0,1.5648036e-10,0,1.0
siya30iran,1.0,4.7370403e-22,0,1.0
mardbidin,1.0,6.7514015e-11,0,1.0
amelie_stella_,1.0,1.05201756e-13,0,1.0
sum57071sum,1.0,3.717775e-23,0,1.0
rnamer5,0.99999964,4.0343141e-07,0,0.99999964
shirkhorshiid,1.0,8.661859e-12,0,1.0
kiiingaban,1.0,5.00812e-16,0,1.0
nomad4ev,1.0,3.1018854e-10,0,1.0
vahidkhodadad14,0.99999905,9.101699e-07,0,0.99999905
mamiri00276481,1.0,3.2180536e-09,0,1.0
shirinesmi,1.0,1.01131355e-14,0,1.0
sorayakarimian,1.0,2.5207378e-10,0,1.0
matchgirl__,1.0,3.2369893e-09,0,1.0
ferezi4,1.0,4.0622455e-10,0,1.0
iran94626447011,1.0,5.5781676e-08,0,1.0
shockwave_ff95,1.0,9.994122e-17,0,1.0
ira64188445,1.0,1.3540038e-08,0,1.0
borangenabarang,1.0,3.951895e-11,0,1.0
pouranne180196,1.0,2.7709397e-14,0,1.0
persianrebel007,1.0,6.883868e-14,0,1.0
red_escobar96,1.0,6.8338557e-10,0,1.0
translatordemon,1.0,5.2903444e-20,0,1.0
peymanc130,0.9999993,7.0459646e-07,0,0.9999993
ruzkhakestari,0.99999976,2.3388559e-07,0,0.99999976
mahighermez1400,1.0,2.1951622e-13,0,1.0
seyed1121370,1.0,1.0591636e-08,0,1.0
heyjudeir,1.0,6.555881e-17,0,1.0
iso_hacktivism,0.99999964,3.6265413e-07,0,0.99999964
eldorado_h,1.0,1.7348092e-19,0,1.0
a8226871247358,1.0,2.9008177e-08,0,1.0
mamadam327837,1.0,1.23578445e-08,0,1.0
amirshahie,0.9999995,5.1581947e-07,0,0.9999995
majid76513002,1.0,8.412749e-17,0,1.0
rad_sahra,0.9999993,7.32844e-07,0,0.9999993
ebahagir,1.0,1.1520952e-08,0,1.0
armanother,1.0,4.9046214e-18,0,1.0
awiirsaeed,0.9999999,8.309257e-08,0,0.9999999
raglafos1,1.0,3.111185e-12,0,1.0
nodata12345,0.9999999,1.561806e-07,0,0.9999999
alan1194412,1.0,3.551213e-13,0,1.0
nothingisdivin,0.99999917,8.59559e-07,0,0.99999917
takhtetavoos,0.9999995,4.9559816e-07,0,0.9999995
serkay463289,1.0,6.9636206e-17,0,1.0
iranhxx,0.99999976,2.3702991e-07,0,0.99999976
pahlaviazad1,1.0,2.209031e-13,0,1.0
ashkans188,1.0,6.120421e-10,0,1.0
andaki_siasat,1.0,2.1692859e-09,0,1.0
kurd876,1.0,1.6141177e-11,0,1.0
pahlavism3000,1.0,4.4555364e-09,0,1.0
nikamajidreza,0.9999993,7.334593e-07,0,0.9999993
j8tapevhrfwv4dj,1.0,8.874613e-12,0,1.0
noor_abdalhassn,1.0,7.1960643e-10,0,1.0
amir0211761851,1.0,2.0026814e-18,0,1.0
yasinasgari_ir,1.0,1.8913232e-13,0,1.0
hoseinzarei7111,1.0,6.3719405e-11,0,1.0
civiil_engineer,1.0,9.351338e-15,0,1.0
amoutrump,0.9999993,7.3918017e-07,0,0.9999993
ir_spartacus,1.0,1.6956406e-08,0,1.0
guissousha39727,0.9999999,1.5491821e-07,0,0.9999999
elmi_ferial,0.9999999,1.3638693e-07,0,0.9999999
aghayep32595,1.0,6.000264e-11,0,1.0
paul10031545,1.0,9.884601e-10,0,1.0
pshirpoor2937,0.9999999,1.1120372e-07,0,0.9999999
karen_oredvidad,1.0,1.7075257e-08,0,1.0
arm_ariam,1.0,5.914309e-14,0,1.0
morteza136565h,1.0,2.5770107e-12,0,1.0
gotoorsh,0.9999999,1.5748198e-07,0,0.9999999
morteza98767,1.0,8.999461e-11,0,1.0
erfan5845834694,1.0,4.125949e-10,0,1.0
sm7sm7sm77,1.0,1.4343192e-09,0,1.0
sava6780,1.0,3.7457546e-08,0,1.0
allibiali1997,1.0,3.1907117e-15,0,1.0
iamordinaryeli,1.0,2.2329742e-09,0,1.0
blnd_chia28620,0.9999999,1.0935278e-07,0,0.9999999
cryptodree56,0.99999917,8.426009e-07,0,0.99999917
ahmad_ariaie,1.0,2.3551191e-13,0,1.0
zeytoon2022,1.0,2.3338753e-08,0,1.0
salsitawlf,0.9999999,1.3503923e-07,0,0.9999999
hakhamanes86163,0.99999964,3.481274e-07,0,0.99999964
zanemoomeshki,1.0,3.082079e-08,0,1.0
zan_freedom50,1.0,5.414014e-09,0,1.0
georg_e_floyd,1.0,1.3564931e-08,0,1.0
accoees,1.0,4.5731803e-14,0,1.0
irana772652,0.99999976,2.3405985e-07,0,0.99999976
cyruspatriot,1.0,2.096713e-09,0,1.0
shahramshi77885,0.9999999,7.310815e-08,0,0.9999999
mn12883411,1.0,1.9346446e-11,0,1.0
sj90persian,1.0,8.004897e-11,0,1.0
akternafiz,1.0,5.8880683e-08,0,1.0
pauloldman109,1.0,2.6872908e-14,0,1.0
kingreasonable,1.0,3.291786e-09,0,1.0
kenweinstein,1.3023991e-07,0.9999999,1,0.9999999
kian11031,1.0,1.9553648e-10,0,1.0
honar1401,0.9999994,6.154751e-07,0,0.9999994
jasmineforiran,1.0,1.8487262e-10,0,1.0
mohammad63614,1.0,1.606883e-08,0,1.0
nilooo561,0.9999995,4.4936456e-07,0,0.9999995
ya_lda15675,1.0,1.5988816e-20,0,1.0
afzanader,1.0,1.6542218e-14,0,1.0
pahlavipatriot,1.0,2.3722193e-09,0,1.0
devoneh_too,0.99999917,8.6954856e-07,0,0.99999917
kiggerogundres,1.0,1.3133368e-16,0,1.0
iranaryaee8665,1.0,5.6940563e-13,0,1.0
avesta38276357,1.0,8.222072e-09,0,1.0
aus_alvin,0.99999964,3.5407294e-07,0,0.99999964
shivash1974,1.0,1.4508813e-08,0,1.0
javidshah081004,1.0,2.2676508e-08,0,1.0
originalhaddock,1.0,1.2899111e-16,0,1.0
vatanm57,1.0,2.7904003e-13,0,1.0
ashoob70340591,1.0,1.4970528e-10,0,1.0
spourjavan,1.0,4.8768666e-08,0,1.0
seyedegavaznha,1.0,7.885161e-09,0,1.0
jebran1001,1.0,1.1299269e-10,0,1.0
frhadt86509,1.0,2.8198844e-18,0,1.0
artemisiraniii,1.0,5.336924e-09,0,1.0
elham72945638,1.0,4.9568696e-12,0,1.0
sarvin6060,0.99999976,2.6594387e-07,0,0.99999976
khosroparvizsas,1.0,7.92061e-10,0,1.0
ali63164295ali,0.99999976,2.77679e-07,0,0.99999976
sharabtalkh1,1.0,5.5097926e-09,0,1.0
karisadisadi,1.0,3.2784553e-11,0,1.0
instantkar57637,1.0,2.549667e-11,0,1.0
avesta77684495,1.0,1.2168724e-10,0,1.0
ellabluebird,0.99999976,2.5351918e-07,0,0.99999976
alirezahar98562,1.0,3.4768919e-09,0,1.0
julia83725785,1.0,6.0130378e-15,0,1.0
samomidvar,1.0,6.8777395e-10,0,1.0
sxspenn,1.0,1.7273429e-09,0,1.0
moshtaba6061,1.0,5.3338883e-10,0,1.0
